,Total_Associations,Positive_WithinGenus,Negative_WithinGenus,Positive_WithinFamily,Negative_WithinFamily,Positive_WithinOrder,Negative_WithinOrder,Positive_WithinClass,Negative_WithinClass,Positive_WithinPhylum,Negative_WithinPhylum,Positive_OutsidePhylum,Negative_OutsidePhylum
612,292,10.0,0.0,26,3.0,72,1.0,1.0,0.0,40,1.0,135,3.0
613,292,12.0,0.0,22,1.0,61,2.0,0.0,0.0,57,0.0,132,5.0
614,292,5.0,0.0,24,1.0,64,3.0,0.0,0.0,42,1.0,149,3.0
615,292,8.0,1.0,20,1.0,77,2.0,0.0,0.0,57,0.0,122,4.0
616,292,11.0,0.0,32,3.0,69,2.0,2.0,0.0,47,2.0,123,1.0
617,292,10.0,1.0,19,1.0,75,1.0,0.0,0.0,49,2.0,131,3.0
618,292,12.0,1.0,22,0.0,63,0.0,0.0,0.0,58,1.0,129,6.0
619,292,10.0,0.0,22,1.0,81,1.0,0.0,0.0,38,4.0,133,2.0
620,292,12.0,1.0,20,0.0,74,2.0,1.0,0.0,61,1.0,116,4.0
621,292,10.0,0.0,19,2.0,90,1.0,0.0,0.0,43,1.0,122,4.0
622,292,3.0,0.0,25,1.0,77,1.0,0.0,0.0,48,0.0,131,6.0
623,292,12.0,0.0,29,0.0,68,2.0,0.0,0.0,40,1.0,135,5.0
624,292,4.0,0.0,31,0.0,65,2.0,0.0,0.0,56,3.0,128,3.0
625,292,8.0,0.0,19,1.0,56,2.0,0.0,0.0,56,1.0,145,4.0
626,292,6.0,0.0,23,1.0,73,5.0,1.0,0.0,51,0.0,130,2.0
627,292,14.0,1.0,29,0.0,70,1.0,0.0,0.0,58,4.0,113,2.0
628,292,8.0,0.0,24,0.0,67,2.0,0.0,0.0,57,0.0,128,6.0
629,292,6.0,0.0,22,0.0,59,4.0,0.0,0.0,55,1.0,142,3.0
630,292,6.0,0.0,24,1.0,66,3.0,2.0,0.0,52,2.0,134,2.0
631,292,8.0,0.0,24,1.0,82,2.0,1.0,0.0,38,1.0,131,4.0
632,292,6.0,0.0,24,0.0,78,1.0,0.0,0.0,55,1.0,121,6.0
633,292,10.0,0.0,21,1.0,61,3.0,0.0,0.0,58,2.0,134,2.0
634,292,9.0,0.0,28,1.0,65,1.0,0.0,0.0,44,2.0,138,4.0
635,292,11.0,1.0,26,0.0,69,2.0,1.0,0.0,47,3.0,130,2.0
636,292,5.0,0.0,25,2.0,87,2.0,0.0,0.0,42,1.0,125,3.0
637,292,11.0,0.0,21,1.0,67,1.0,0.0,1.0,52,1.0,133,4.0
638,292,7.0,0.0,23,2.0,67,2.0,0.0,0.0,43,2.0,144,2.0
639,292,4.0,0.0,24,0.0,65,1.0,0.0,0.0,69,2.0,122,5.0
640,292,12.0,0.0,27,2.0,69,4.0,0.0,0.0,47,1.0,129,1.0
641,292,6.0,0.0,31,0.0,72,3.0,1.0,0.0,44,2.0,130,3.0
642,292,9.0,0.0,31,2.0,72,1.0,1.0,0.0,41,4.0,130,1.0
643,292,5.0,1.0,14,2.0,70,0.0,1.0,0.0,49,0.0,145,5.0
644,292,13.0,0.0,23,0.0,64,3.0,0.0,0.0,61,0.0,123,5.0
645,292,9.0,0.0,27,0.0,60,2.0,0.0,0.0,60,2.0,128,4.0
646,292,9.0,1.0,23,0.0,81,0.0,0.0,0.0,46,0.0,125,7.0
647,292,7.0,0.0,17,0.0,83,1.0,1.0,0.0,47,1.0,129,6.0
648,292,9.0,0.0,26,2.0,69,1.0,1.0,0.0,53,4.0,126,1.0
649,292,11.0,0.0,23,2.0,74,2.0,0.0,0.0,49,1.0,127,3.0
650,292,5.0,0.0,27,1.0,74,0.0,0.0,0.0,56,2.0,122,5.0
651,292,7.0,0.0,22,0.0,65,1.0,0.0,0.0,50,2.0,140,5.0
652,292,6.0,0.0,23,0.0,72,2.0,0.0,0.0,49,1.0,134,5.0
653,292,9.0,0.0,26,0.0,73,3.0,1.0,0.0,52,2.0,123,3.0
654,292,8.0,0.0,25,1.0,63,1.0,0.0,0.0,54,2.0,134,4.0
655,292,10.0,0.0,19,1.0,80,3.0,0.0,0.0,49,2.0,126,2.0
656,292,10.0,0.0,24,2.0,72,3.0,0.0,0.0,47,2.0,131,1.0
657,292,8.0,0.0,20,1.0,62,1.0,1.0,0.0,47,1.0,146,5.0
658,292,9.0,0.0,26,0.0,76,2.0,1.0,0.0,63,1.0,109,5.0
659,292,9.0,0.0,26,1.0,77,1.0,0.0,0.0,49,1.0,123,5.0
660,292,10.0,0.0,25,0.0,68,1.0,0.0,0.0,70,2.0,111,5.0
661,292,9.0,0.0,20,1.0,61,2.0,0.0,0.0,61,3.0,133,2.0
662,292,10.0,1.0,25,0.0,74,2.0,0.0,0.0,38,1.0,137,4.0
663,292,10.0,0.0,16,0.0,76,2.0,0.0,0.0,53,3.0,129,3.0
664,292,7.0,0.0,20,0.0,68,3.0,0.0,0.0,47,1.0,142,4.0
665,292,6.0,2.0,30,1.0,74,1.0,0.0,0.0,52,0.0,122,4.0
666,292,9.0,0.0,29,0.0,79,2.0,0.0,0.0,49,0.0,118,6.0
667,292,6.0,0.0,27,0.0,80,1.0,0.0,0.0,45,3.0,126,4.0
668,292,7.0,0.0,28,1.0,74,5.0,0.0,0.0,44,2.0,131,0.0
669,292,4.0,0.0,25,0.0,67,1.0,0.0,0.0,56,1.0,132,6.0
670,292,14.0,0.0,28,2.0,63,1.0,0.0,0.0,67,1.0,112,4.0
671,292,14.0,0.0,26,2.0,70,2.0,0.0,1.0,49,1.0,125,2.0
672,292,7.0,0.0,24,0.0,75,3.0,0.0,0.0,53,2.0,125,3.0
673,292,10.0,0.0,19,0.0,73,1.0,0.0,0.0,51,5.0,131,2.0
674,292,9.0,1.0,29,1.0,61,1.0,0.0,0.0,51,2.0,134,3.0
675,292,7.0,0.0,24,0.0,71,2.0,1.0,0.0,43,2.0,138,4.0
676,292,11.0,0.0,32,0.0,73,4.0,0.0,0.0,50,2.0,118,2.0
677,292,7.0,1.0,20,2.0,70,2.0,1.0,0.0,55,1.0,131,2.0
678,292,4.0,0.0,18,1.0,74,1.0,0.0,0.0,47,2.0,141,4.0
679,292,7.0,0.0,27,1.0,73,1.0,0.0,0.0,56,1.0,121,5.0
680,292,8.0,0.0,29,1.0,70,1.0,0.0,0.0,52,0.0,125,6.0
681,292,14.0,0.0,19,0.0,76,3.0,0.0,0.0,53,1.0,122,4.0
682,292,9.0,1.0,18,0.0,70,3.0,0.0,0.0,50,3.0,137,1.0
683,292,8.0,0.0,27,1.0,61,2.0,1.0,0.0,46,1.0,141,4.0
684,292,7.0,0.0,24,2.0,73,3.0,1.0,0.0,46,2.0,133,1.0
685,292,8.0,0.0,31,0.0,71,2.0,1.0,0.0,61,0.0,112,6.0
686,292,7.0,0.0,22,1.0,79,3.0,1.0,0.0,53,0.0,122,4.0
687,292,13.0,0.0,28,2.0,79,2.0,0.0,0.0,51,1.0,113,3.0
688,292,9.0,2.0,28,0.0,73,0.0,0.0,0.0,50,1.0,124,5.0
689,292,9.0,0.0,27,1.0,72,3.0,1.0,0.0,50,0.0,125,4.0
690,292,10.0,0.0,18,3.0,74,2.0,0.0,0.0,57,2.0,125,1.0
691,292,8.0,0.0,21,2.0,82,1.0,1.0,0.0,48,1.0,124,4.0
692,292,8.0,0.0,23,0.0,69,2.0,0.0,0.0,59,0.0,125,6.0
693,292,5.0,1.0,23,1.0,84,1.0,0.0,0.0,54,0.0,118,5.0
694,292,14.0,0.0,20,0.0,77,3.0,1.0,0.0,58,2.0,114,3.0
695,292,9.0,0.0,35,1.0,65,3.0,0.0,0.0,51,2.0,124,2.0
696,292,8.0,0.0,19,3.0,72,4.0,0.0,0.0,53,0.0,132,1.0
697,292,5.0,0.0,22,1.0,81,3.0,0.0,0.0,42,2.0,134,2.0
698,292,8.0,0.0,23,0.0,62,2.0,1.0,0.0,49,2.0,141,4.0
699,292,5.0,0.0,23,0.0,68,1.0,1.0,0.0,56,3.0,131,4.0
700,292,6.0,1.0,25,1.0,68,3.0,0.0,0.0,52,0.0,133,3.0
701,292,2.0,0.0,25,0.0,79,1.0,0.0,0.0,51,2.0,127,5.0
702,292,8.0,0.0,21,1.0,68,0.0,1.0,0.0,59,3.0,127,4.0
703,292,8.0,0.0,24,0.0,65,4.0,0.0,0.0,53,1.0,134,3.0
704,292,10.0,1.0,16,4.0,76,2.0,0.0,0.0,46,1.0,136,0.0
705,292,4.0,0.0,20,0.0,75,2.0,1.0,1.0,49,2.0,135,3.0
706,292,6.0,0.0,31,1.0,75,4.0,1.0,0.0,46,0.0,125,3.0
707,292,6.0,1.0,15,3.0,75,1.0,0.0,0.0,48,0.0,140,3.0
708,292,7.0,0.0,27,0.0,65,0.0,0.0,0.0,61,2.0,124,6.0
709,292,11.0,0.0,14,1.0,79,2.0,0.0,0.0,58,1.0,122,4.0
710,292,7.0,0.0,24,0.0,76,0.0,0.0,0.0,49,5.0,128,3.0
711,292,10.0,0.0,23,1.0,78,2.0,0.0,0.0,61,3.0,112,2.0
712,292,14.0,0.0,21,0.0,80,0.0,0.0,0.0,50,2.0,119,6.0
713,292,4.0,0.0,27,0.0,74,1.0,1.0,0.0,54,1.0,124,6.0
714,292,5.0,1.0,24,2.0,62,1.0,0.0,0.0,63,1.0,130,3.0
715,292,4.0,0.0,28,1.0,75,3.0,0.0,0.0,46,0.0,131,4.0
716,292,9.0,1.0,19,0.0,78,3.0,0.0,0.0,53,2.0,125,2.0
717,292,11.0,0.0,17,0.0,77,4.0,0.0,0.0,49,0.0,130,4.0
718,292,7.0,1.0,26,2.0,66,3.0,0.0,0.0,45,0.0,140,2.0
719,292,10.0,1.0,17,0.0,75,1.0,1.0,0.0,46,2.0,135,4.0
720,292,10.0,0.0,22,0.0,77,3.0,1.0,0.0,55,1.0,119,4.0
721,292,5.0,1.0,30,1.0,72,0.0,0.0,0.0,43,1.0,134,5.0
722,292,11.0,0.0,26,0.0,65,2.0,0.0,0.0,50,1.0,132,5.0
723,292,6.0,2.0,32,0.0,62,2.0,1.0,1.0,55,1.0,128,2.0
724,292,10.0,0.0,19,0.0,75,4.0,1.0,0.0,59,0.0,120,4.0
725,292,14.0,0.0,22,1.0,59,3.0,0.0,0.0,44,2.0,145,2.0
726,292,7.0,1.0,21,0.0,73,1.0,1.0,0.0,51,2.0,131,4.0
727,292,5.0,1.0,23,1.0,79,4.0,0.0,0.0,57,1.0,120,1.0
728,292,7.0,0.0,33,1.0,71,2.0,0.0,0.0,44,3.0,129,2.0
729,292,13.0,0.0,27,1.0,67,2.0,0.0,0.0,61,3.0,116,2.0
730,292,5.0,0.0,23,1.0,79,2.0,0.0,0.0,58,0.0,119,5.0
731,292,10.0,0.0,25,0.0,73,4.0,0.0,0.0,51,2.0,125,2.0
732,292,6.0,0.0,23,0.0,81,3.0,1.0,0.0,48,0.0,125,5.0
733,292,7.0,0.0,14,0.0,70,3.0,1.0,0.0,57,3.0,135,2.0
734,292,4.0,0.0,22,0.0,74,1.0,0.0,0.0,65,2.0,119,5.0
735,292,9.0,1.0,31,0.0,57,2.0,0.0,0.0,51,2.0,136,3.0
736,292,9.0,0.0,34,2.0,71,1.0,0.0,0.0,48,0.0,122,5.0
737,292,12.0,0.0,24,1.0,72,0.0,0.0,0.0,47,0.0,129,7.0
738,292,9.0,0.0,26,0.0,84,2.0,1.0,0.0,45,0.0,119,6.0
739,292,8.0,1.0,26,0.0,70,1.0,0.0,0.0,54,0.0,126,6.0
740,292,11.0,0.0,26,1.0,69,1.0,0.0,0.0,54,1.0,124,5.0
741,292,12.0,0.0,15,1.0,74,3.0,0.0,0.0,48,0.0,135,4.0
742,292,5.0,0.0,25,1.0,62,2.0,0.0,0.0,56,2.0,136,3.0
743,292,3.0,0.0,19,2.0,71,2.0,0.0,0.0,52,1.0,139,3.0
744,292,9.0,1.0,18,1.0,89,2.0,0.0,0.0,59,1.0,109,3.0
745,292,5.0,0.0,26,0.0,87,3.0,0.0,0.0,44,2.0,122,3.0
746,292,9.0,0.0,26,0.0,81,3.0,1.0,0.0,37,0.0,130,5.0
747,292,9.0,0.0,32,0.0,72,3.0,1.0,0.0,51,1.0,119,4.0
748,292,14.0,0.0,18,0.0,61,2.0,0.0,0.0,60,3.0,131,3.0
749,292,9.0,0.0,26,0.0,67,3.0,1.0,0.0,51,1.0,130,4.0
750,292,7.0,0.0,22,1.0,60,1.0,0.0,0.0,64,1.0,131,5.0
751,292,13.0,1.0,20,1.0,68,5.0,0.0,0.0,56,0.0,127,1.0
752,292,6.0,1.0,22,1.0,73,3.0,0.0,0.0,35,1.0,148,2.0
753,292,10.0,0.0,21,1.0,77,3.0,0.0,0.0,48,1.0,128,3.0
754,292,7.0,0.0,22,1.0,73,2.0,0.0,0.0,56,0.0,126,5.0
755,292,9.0,0.0,22,1.0,64,1.0,0.0,0.0,66,1.0,123,5.0
756,292,13.0,0.0,23,0.0,72,4.0,0.0,0.0,56,1.0,120,3.0
757,292,8.0,0.0,23,1.0,78,1.0,0.0,0.0,46,4.0,129,2.0
758,292,8.0,0.0,19,1.0,59,3.0,0.0,0.0,55,1.0,143,3.0
759,292,9.0,0.0,24,2.0,71,1.0,0.0,0.0,47,1.0,133,4.0
760,292,6.0,0.0,30,0.0,79,3.0,1.0,0.0,46,1.0,122,4.0
761,292,7.0,0.0,23,0.0,79,2.0,1.0,0.0,55,1.0,119,5.0
762,292,17.0,0.0,28,0.0,67,4.0,0.0,0.0,50,2.0,122,2.0
763,292,10.0,0.0,28,1.0,64,3.0,1.0,0.0,44,0.0,137,4.0
764,292,10.0,1.0,23,1.0,65,2.0,1.0,0.0,55,0.0,130,4.0
765,292,11.0,1.0,20,0.0,75,2.0,1.0,0.0,48,3.0,129,2.0
766,292,4.0,0.0,20,0.0,71,0.0,0.0,0.0,45,4.0,144,4.0
767,292,11.0,0.0,27,0.0,68,1.0,1.0,0.0,53,3.0,124,4.0
768,292,8.0,0.0,22,1.0,79,1.0,1.0,0.0,45,0.0,129,6.0
769,292,6.0,0.0,24,1.0,67,1.0,0.0,0.0,49,4.0,138,2.0
770,292,8.0,0.0,19,1.0,77,0.0,1.0,0.0,44,1.0,135,6.0
771,292,9.0,0.0,23,2.0,68,2.0,0.0,0.0,56,0.0,128,4.0
772,292,12.0,0.0,16,1.0,72,3.0,0.0,0.0,67,1.0,117,3.0
773,292,8.0,1.0,25,0.0,66,2.0,0.0,0.0,65,2.0,120,3.0
774,292,7.0,0.0,22,1.0,69,0.0,0.0,0.0,61,3.0,125,4.0
775,292,4.0,0.0,28,0.0,73,1.0,0.0,0.0,44,2.0,135,5.0
776,292,10.0,0.0,15,0.0,70,3.0,0.0,0.0,61,1.0,128,4.0
777,292,9.0,0.0,23,0.0,70,5.0,0.0,0.0,59,1.0,123,2.0
778,292,5.0,0.0,20,1.0,79,3.0,0.0,0.0,40,3.0,140,1.0
779,292,7.0,0.0,31,1.0,60,3.0,0.0,0.0,43,2.0,143,2.0
780,292,17.0,1.0,28,2.0,64,1.0,0.0,0.0,50,2.0,125,2.0
781,292,12.0,1.0,27,1.0,66,4.0,1.0,0.0,49,1.0,129,1.0
782,292,13.0,0.0,24,2.0,74,0.0,0.0,0.0,46,2.0,127,4.0
783,292,6.0,0.0,21,0.0,78,3.0,0.0,0.0,55,0.0,124,5.0
784,292,7.0,0.0,21,1.0,79,3.0,0.0,0.0,50,2.0,127,2.0
785,292,8.0,0.0,17,0.0,75,2.0,0.0,0.0,56,3.0,128,3.0
786,292,10.0,0.0,29,1.0,76,3.0,0.0,0.0,45,3.0,124,1.0
787,292,8.0,0.0,24,0.0,72,2.0,1.0,0.0,36,1.0,143,5.0
788,292,11.0,0.0,13,2.0,75,5.0,0.0,0.0,58,0.0,127,1.0
789,292,8.0,1.0,21,0.0,80,2.0,0.0,0.0,42,4.0,133,1.0
790,292,5.0,1.0,34,0.0,83,2.0,1.0,0.0,47,1.0,114,4.0
791,292,5.0,0.0,26,0.0,83,1.0,3.0,0.0,58,1.0,109,6.0
792,292,3.0,1.0,29,0.0,71,1.0,0.0,0.0,55,3.0,126,3.0
793,292,7.0,0.0,31,0.0,70,2.0,0.0,0.0,53,2.0,123,4.0
794,292,4.0,0.0,30,0.0,74,1.0,1.0,0.0,58,1.0,117,6.0
795,292,9.0,1.0,23,1.0,81,2.0,0.0,0.0,49,1.0,122,3.0
796,292,5.0,2.0,23,1.0,76,1.0,0.0,0.0,57,0.0,123,4.0
797,292,7.0,1.0,24,1.0,75,2.0,0.0,0.0,45,2.0,133,2.0
798,292,9.0,0.0,27,0.0,65,1.0,0.0,0.0,70,2.0,113,5.0
799,292,14.0,1.0,25,2.0,60,1.0,1.0,0.0,52,2.0,132,2.0
800,292,11.0,1.0,17,1.0,85,1.0,0.0,0.0,51,2.0,120,3.0
801,292,9.0,0.0,24,1.0,75,1.0,0.0,0.0,55,3.0,121,3.0
802,292,3.0,0.0,32,0.0,63,2.0,0.0,0.0,58,0.0,128,6.0
803,292,4.0,0.0,23,0.0,83,3.0,0.0,0.0,51,2.0,123,3.0
804,292,13.0,0.0,23,1.0,66,1.0,0.0,0.0,53,2.0,129,4.0
805,292,6.0,0.0,24,0.0,65,2.0,0.0,0.0,56,1.0,133,5.0
806,292,5.0,0.0,17,1.0,78,4.0,0.0,0.0,53,1.0,131,2.0
807,292,8.0,1.0,25,0.0,61,2.0,0.0,0.0,53,1.0,137,4.0
808,292,10.0,2.0,28,0.0,69,2.0,0.0,0.0,50,1.0,127,3.0
809,292,9.0,0.0,19,1.0,84,1.0,0.0,0.0,48,2.0,124,4.0
810,292,9.0,0.0,28,1.0,68,2.0,0.0,0.0,49,0.0,130,5.0
811,292,6.0,0.0,20,1.0,81,2.0,1.0,0.0,47,2.0,129,3.0
812,292,7.0,1.0,36,0.0,59,4.0,2.0,0.0,47,0.0,133,3.0
813,292,5.0,0.0,25,2.0,67,3.0,1.0,0.0,58,0.0,128,3.0
814,292,8.0,0.0,19,0.0,87,2.0,2.0,0.0,54,1.0,114,5.0
815,292,12.0,0.0,20,1.0,75,3.0,0.0,0.0,55,1.0,122,3.0
816,292,9.0,1.0,25,0.0,74,4.0,0.0,0.0,53,0.0,123,3.0
817,292,7.0,0.0,28,2.0,71,2.0,1.0,0.0,49,1.0,128,3.0
818,292,4.0,0.0,19,0.0,66,1.0,0.0,0.0,63,3.0,132,4.0
819,292,12.0,1.0,22,1.0,55,2.0,0.0,0.0,57,1.0,138,3.0
820,292,7.0,0.0,23,1.0,76,2.0,0.0,0.0,58,2.0,120,3.0
821,292,9.0,0.0,30,0.0,74,1.0,1.0,0.0,49,1.0,121,6.0
822,292,5.0,0.0,24,0.0,64,4.0,0.0,0.0,49,3.0,142,1.0
823,292,6.0,0.0,28,0.0,71,4.0,0.0,0.0,58,2.0,121,2.0
824,292,13.0,0.0,21,1.0,68,3.0,0.0,0.0,49,1.0,133,3.0
825,292,4.0,1.0,28,0.0,77,1.0,0.0,0.0,59,3.0,116,3.0
826,292,6.0,0.0,23,0.0,69,3.0,0.0,0.0,47,1.0,139,4.0
827,292,9.0,0.0,23,0.0,88,3.0,0.0,0.0,53,2.0,111,3.0
828,292,7.0,0.0,26,3.0,75,1.0,0.0,0.0,54,1.0,122,3.0
829,292,10.0,0.0,21,0.0,73,4.0,1.0,0.0,53,0.0,126,4.0
830,292,9.0,0.0,30,1.0,65,1.0,0.0,0.0,48,2.0,132,4.0
831,292,7.0,0.0,19,0.0,74,3.0,0.0,0.0,42,0.0,142,5.0
832,292,6.0,0.0,25,1.0,71,2.0,0.0,0.0,51,2.0,131,3.0
833,292,9.0,0.0,19,0.0,79,4.0,0.0,0.0,57,2.0,120,2.0
834,292,5.0,0.0,24,0.0,77,3.0,0.0,1.0,52,1.0,126,3.0
835,292,5.0,0.0,24,1.0,88,4.0,0.0,0.0,50,0.0,117,3.0
836,292,3.0,0.0,30,2.0,70,0.0,0.0,0.0,56,1.0,125,5.0
837,292,9.0,0.0,25,0.0,75,2.0,1.0,0.0,52,2.0,122,4.0
838,292,5.0,0.0,33,0.0,68,1.0,0.0,0.0,52,1.0,126,6.0
839,292,10.0,0.0,28,1.0,70,2.0,1.0,0.0,57,2.0,118,3.0
840,292,10.0,0.0,24,0.0,68,2.0,0.0,0.0,54,2.0,128,4.0
841,292,7.0,0.0,28,2.0,78,0.0,0.0,0.0,60,1.0,111,5.0
842,292,3.0,0.0,21,2.0,72,2.0,0.0,0.0,44,1.0,144,3.0
843,292,7.0,0.0,23,0.0,78,3.0,2.0,0.0,53,3.0,121,2.0
844,292,13.0,1.0,23,1.0,69,1.0,0.0,0.0,46,1.0,133,4.0
845,292,0.0,0.0,19,1.0,77,3.0,0.0,0.0,51,0.0,137,4.0
846,292,7.0,0.0,21,1.0,79,2.0,1.0,0.0,56,2.0,120,3.0
847,292,4.0,0.0,22,0.0,80,3.0,0.0,0.0,53,3.0,125,2.0
848,292,4.0,0.0,29,0.0,63,3.0,1.0,0.0,63,1.0,124,4.0
849,292,14.0,1.0,31,0.0,72,2.0,1.0,0.0,48,2.0,118,3.0
850,292,7.0,0.0,20,1.0,75,2.0,0.0,0.0,56,2.0,126,3.0
851,292,6.0,0.0,33,0.0,71,4.0,1.0,0.0,56,1.0,117,3.0
852,292,10.0,0.0,26,1.0,61,2.0,0.0,0.0,55,3.0,132,2.0
853,292,9.0,2.0,23,1.0,70,2.0,0.0,0.0,52,1.0,130,2.0
854,292,14.0,1.0,24,0.0,64,0.0,0.0,0.0,36,2.0,146,5.0
855,292,9.0,0.0,23,0.0,63,1.0,0.0,0.0,59,0.0,130,7.0
856,292,17.0,0.0,19,1.0,75,2.0,0.0,0.0,48,2.0,125,3.0
857,292,5.0,0.0,19,1.0,71,1.0,0.0,0.0,57,1.0,132,5.0
858,292,7.0,0.0,17,1.0,59,1.0,0.0,0.0,60,1.0,141,5.0
859,292,6.0,1.0,32,1.0,63,1.0,1.0,0.0,55,2.0,127,3.0
860,292,8.0,0.0,22,1.0,67,4.0,1.0,0.0,56,0.0,130,3.0
861,292,9.0,0.0,27,2.0,63,1.0,0.0,0.0,45,1.0,140,4.0
862,292,9.0,0.0,18,1.0,69,2.0,0.0,0.0,50,2.0,138,3.0
863,292,9.0,0.0,20,0.0,65,1.0,1.0,0.0,59,3.0,130,4.0
864,292,7.0,0.0,24,1.0,84,2.0,0.0,0.0,49,0.0,120,5.0
865,292,11.0,1.0,29,2.0,70,1.0,0.0,0.0,57,1.0,117,3.0
866,292,6.0,1.0,22,1.0,70,1.0,0.0,0.0,50,2.0,136,3.0
867,292,11.0,2.0,25,0.0,75,2.0,0.0,0.0,30,2.0,143,2.0
868,292,8.0,0.0,18,0.0,83,5.0,0.0,0.0,44,1.0,131,2.0
869,292,8.0,0.0,24,0.0,70,2.0,0.0,0.0,67,2.0,115,4.0
870,292,6.0,0.0,14,2.0,59,2.0,1.0,0.0,70,1.0,134,3.0
871,292,11.0,0.0,26,0.0,60,2.0,0.0,0.0,64,4.0,123,2.0
872,292,8.0,0.0,17,1.0,70,3.0,1.0,0.0,47,0.0,141,4.0
873,292,7.0,0.0,27,0.0,64,2.0,0.0,0.0,54,4.0,132,2.0
874,292,10.0,0.0,29,0.0,69,1.0,0.0,0.0,44,2.0,132,5.0
875,292,12.0,0.0,21,1.0,79,2.0,0.0,0.0,55,3.0,117,2.0
876,292,8.0,0.0,29,0.0,62,3.0,0.0,0.0,46,0.0,139,5.0
877,292,6.0,1.0,28,0.0,76,3.0,0.0,0.0,54,2.0,120,2.0
878,292,8.0,0.0,19,2.0,80,2.0,0.0,0.0,53,3.0,124,1.0
879,292,7.0,1.0,20,1.0,77,2.0,2.0,0.0,50,0.0,128,4.0
880,292,7.0,0.0,24,1.0,67,1.0,0.0,0.0,67,1.0,119,5.0
881,292,5.0,0.0,27,1.0,74,1.0,1.0,0.0,59,1.0,118,5.0
882,292,5.0,0.0,24,0.0,75,3.0,1.0,0.0,49,0.0,130,5.0
883,292,5.0,0.0,21,1.0,72,2.0,0.0,0.0,58,1.0,128,4.0
884,292,7.0,0.0,24,1.0,69,0.0,0.0,0.0,53,2.0,131,5.0
885,292,8.0,0.0,12,0.0,71,3.0,1.0,0.0,49,2.0,143,3.0
886,292,8.0,0.0,24,0.0,73,1.0,1.0,0.0,46,4.0,132,3.0
887,292,9.0,0.0,13,0.0,96,2.0,1.0,0.0,44,1.0,121,5.0
888,292,9.0,0.0,29,0.0,77,3.0,0.0,0.0,49,1.0,120,4.0
889,292,6.0,2.0,30,0.0,74,0.0,0.0,0.0,55,2.0,119,4.0
890,292,11.0,0.0,27,0.0,77,1.0,0.0,0.0,35,1.0,134,6.0
891,292,11.0,0.0,19,1.0,73,3.0,1.0,0.0,62,1.0,118,3.0
892,292,5.0,0.0,24,4.0,60,0.0,0.0,0.0,57,3.0,138,1.0
893,292,11.0,0.0,24,0.0,70,1.0,0.0,0.0,52,0.0,127,7.0
894,292,6.0,0.0,31,0.0,85,4.0,0.0,0.0,40,0.0,122,4.0
895,292,5.0,0.0,30,0.0,80,2.0,1.0,0.0,42,1.0,126,5.0
896,292,16.0,0.0,25,1.0,75,3.0,0.0,0.0,40,3.0,128,1.0
897,292,5.0,0.0,22,2.0,78,0.0,0.0,0.0,40,2.0,139,4.0
898,292,8.0,0.0,26,0.0,72,1.0,0.0,0.0,48,2.0,130,5.0
899,292,10.0,0.0,27,1.0,76,3.0,1.0,0.0,41,3.0,129,1.0
900,292,10.0,0.0,32,1.0,69,2.0,1.0,0.0,55,2.0,117,3.0
901,292,7.0,0.0,23,1.0,60,1.0,0.0,0.0,60,1.0,134,5.0
902,292,10.0,0.0,21,1.0,74,3.0,0.0,0.0,46,2.0,133,2.0
903,292,10.0,0.0,24,1.0,62,1.0,2.0,0.0,43,1.0,143,5.0
904,292,10.0,1.0,38,0.0,76,4.0,1.0,0.0,49,0.0,110,3.0
905,292,9.0,0.0,25,0.0,88,1.0,0.0,0.0,43,0.0,119,7.0
906,292,12.0,0.0,19,1.0,75,0.0,0.0,0.0,42,3.0,136,4.0
907,292,10.0,0.0,23,0.0,73,6.0,0.0,0.0,54,0.0,124,2.0
908,292,3.0,0.0,27,2.0,80,1.0,0.0,0.0,51,2.0,123,3.0
909,292,8.0,0.0,25,2.0,83,2.0,0.0,0.0,49,3.0,119,1.0
910,292,7.0,0.0,31,0.0,68,4.0,0.0,0.0,41,1.0,137,3.0
911,292,10.0,0.0,22,0.0,71,3.0,0.0,0.0,52,2.0,129,3.0
912,292,10.0,0.0,20,0.0,88,4.0,0.0,0.0,38,2.0,128,2.0
913,292,5.0,0.0,16,0.0,63,2.0,0.0,0.0,57,1.0,143,5.0
914,292,7.0,0.0,27,0.0,77,1.0,1.0,0.0,53,2.0,119,5.0
915,292,7.0,0.0,19,1.0,89,1.0,0.0,0.0,41,3.0,128,3.0
916,292,5.0,0.0,26,0.0,83,0.0,1.0,0.0,55,1.0,114,7.0
917,292,8.0,0.0,22,0.0,71,1.0,0.0,0.0,50,2.0,133,5.0
918,292,6.0,1.0,26,1.0,70,1.0,2.0,0.0,52,1.0,128,4.0
919,292,12.0,0.0,28,0.0,76,3.0,0.0,0.0,49,2.0,119,3.0
920,292,9.0,0.0,17,2.0,76,2.0,0.0,0.0,65,1.0,117,3.0
921,292,10.0,0.0,21,3.0,71,1.0,0.0,0.0,55,0.0,127,4.0
922,292,9.0,0.0,21,0.0,69,3.0,0.0,0.0,59,0.0,126,5.0
923,292,12.0,1.0,15,1.0,82,1.0,0.0,0.0,41,1.0,134,4.0
924,292,15.0,0.0,21,1.0,61,3.0,0.0,0.0,50,1.0,137,3.0
925,292,7.0,0.0,28,0.0,59,4.0,0.0,1.0,52,1.0,138,2.0
